                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    162,                0.25948,                0.20813,                0.85345,                0.90681,                      1,                0.99045,                0.83716,                0.72382,                0.37517,                 1.3471,              0.0020305,              0.0020305,              0.0020305
                    163,                0.25444,                0.20703,                0.83903,                0.90486,                0.95108,                0.99045,                0.84834,                  0.732,                0.41305,                 1.3385,               0.001981,               0.001981,               0.001981
                    164,                0.23838,                0.19806,                0.85761,                0.90904,                      1,                0.99262,                0.84576,                0.71645,                0.42222,                 1.3137,              0.0019315,              0.0019315,              0.0019315
                    165,                0.24351,                0.20662,                0.85432,                0.93247,                      1,                  0.995,                0.84529,                0.73566,                0.43167,                 1.3393,               0.001882,               0.001882,               0.001882
                    166,                0.24584,                0.22093,                 0.8626,                0.93854,                      1,                  0.995,                0.84521,                0.74002,                0.41742,                 1.3411,              0.0018325,              0.0018325,              0.0018325
                    167,                 0.2927,                0.22055,                0.85637,                 0.9424,                      1,                  0.995,                0.84177,                0.73959,                0.41271,                 1.3337,               0.001783,               0.001783,               0.001783
                    168,                0.26308,                0.20323,                0.86682,                0.94616,                      1,                  0.995,                0.84326,                0.73716,                0.40211,                  1.328,              0.0017335,              0.0017335,              0.0017335
                    169,                0.24539,                0.20116,                 0.8306,                0.95076,                      1,                  0.995,                0.84384,                0.74608,                0.41046,                 1.3349,               0.001684,               0.001684,               0.001684
                    170,                0.24581,                0.21079,                0.84232,                 0.9634,                      1,                  0.995,                0.84045,                0.74419,                0.39785,                 1.3329,              0.0016345,              0.0016345,              0.0016345
                    171,                0.26836,                0.20316,                0.89232,                0.98202,                      1,                  0.995,                0.84772,                0.74865,                0.38953,                 1.3315,               0.001585,               0.001585,               0.001585
                    172,                0.21361,                0.17744,                 0.8585,                0.97992,                      1,                  0.995,                0.83236,                0.74872,                0.38831,                  1.332,              0.0015355,              0.0015355,              0.0015355
                    173,                0.24127,                0.19575,                0.86815,                0.96842,                      1,                  0.995,                0.82154,                 0.7545,                0.37884,                 1.3308,               0.001486,               0.001486,               0.001486
                    174,                0.25398,                0.20434,                0.87444,                0.97645,                      1,                  0.995,                0.83113,                0.74853,                0.36595,                 1.3245,              0.0014365,              0.0014365,              0.0014365
                    175,                0.22466,                0.18279,                0.83399,                 0.9744,                      1,                  0.995,                0.83129,                0.75738,                  0.366,                 1.3339,               0.001387,               0.001387,               0.001387
                    176,                0.21655,                0.17425,                0.84001,                0.97681,                      1,                  0.995,                0.82943,                0.76597,                0.36187,                 1.3382,              0.0013375,              0.0013375,              0.0013375
                    177,                0.24596,                0.19327,                0.85138,                0.97351,                      1,                  0.995,                0.84713,                0.76693,                0.36491,                 1.3345,               0.001288,               0.001288,               0.001288
                    178,                0.22683,                0.19228,                  0.863,                0.96733,                      1,                  0.995,                0.84781,                0.75789,                0.36265,                 1.3204,              0.0012385,              0.0012385,              0.0012385
                    179,                0.23292,                0.20787,                0.85109,                 0.9576,                      1,                  0.995,                 0.8447,                0.75748,                0.36049,                 1.3228,               0.001189,               0.001189,               0.001189
                    180,                0.20789,                0.19628,                0.82144,                0.95196,                      1,                  0.995,                0.84158,                0.76014,                0.36795,                 1.3237,              0.0011395,              0.0011395,              0.0011395
                    181,                0.22722,                0.17588,                0.84714,                0.95158,                      1,                  0.995,                0.83333,                0.76226,                0.36876,                 1.3207,                0.00109,                0.00109,                0.00109
                    182,                0.22492,                0.18505,                 0.8382,                0.95157,                      1,                  0.995,                0.83591,                 0.7765,                0.38429,                  1.329,              0.0010405,              0.0010405,              0.0010405
                    183,                0.21166,                0.17972,                0.84881,                0.95105,                      1,                  0.995,                 0.8346,                0.77592,                0.38537,                 1.3332,               0.000991,               0.000991,               0.000991
                    184,                0.22701,                0.18513,                0.84615,                0.95084,                      1,                  0.995,                0.83219,                0.77974,                0.39343,                 1.3352,              0.0009415,              0.0009415,              0.0009415
                    185,                0.22725,                0.18214,                0.86823,                0.95077,                      1,                  0.995,                0.83219,                0.78192,                0.39915,                  1.336,               0.000892,               0.000892,               0.000892
                    186,                0.21292,                0.18226,                0.83348,                0.95036,                      1,                  0.995,                0.83398,                0.78095,                0.40221,                  1.337,              0.0008425,              0.0008425,              0.0008425
                    187,                0.21828,                0.16898,                0.83307,                0.95071,                      1,                  0.995,                0.83564,                0.78148,                 0.3932,                 1.3395,               0.000793,               0.000793,               0.000793
                    188,                 0.2306,                0.18434,                0.83808,                0.95101,                      1,                  0.995,                0.83428,                0.78391,                0.39136,                 1.3437,              0.0007435,              0.0007435,              0.0007435
                    189,                0.19606,                0.17234,                0.84758,                0.95115,                      1,                  0.995,                0.83428,                0.78428,                0.38352,                 1.3408,               0.000694,               0.000694,               0.000694
                    190,                0.21798,                0.18758,                0.85383,                0.95114,                      1,                  0.995,                0.83934,                0.78283,                0.37951,                 1.3427,              0.0006445,              0.0006445,              0.0006445
                    191,                0.19629,                 0.1625,                0.82874,                0.95097,                      1,                  0.995,                0.83934,                0.78549,                0.38156,                 1.3461,               0.000595,               0.000595,               0.000595
                    192,                0.20838,                0.17047,                0.85945,                0.95082,                      1,                  0.995,                0.83831,                0.78292,                0.38683,                 1.3442,              0.0005455,              0.0005455,              0.0005455
                    193,                0.20833,                0.17415,                0.84619,                0.95077,                      1,                  0.995,                0.83831,                 0.7807,                0.39251,                 1.3404,               0.000496,               0.000496,               0.000496
                    194,                 0.1833,                0.16849,                0.83975,                0.95061,                      1,                  0.995,                0.83831,                0.77941,                0.38837,                 1.3418,              0.0004465,              0.0004465,              0.0004465
                    195,                  0.186,                  0.155,                0.83183,                0.95056,                      1,                  0.995,                0.83831,                0.77419,                0.38726,                 1.3371,               0.000397,               0.000397,               0.000397
                    196,                0.21434,                0.18163,                0.84727,                0.95025,                      1,                  0.995,                0.83831,                0.77496,                0.38958,                 1.3396,              0.0003475,              0.0003475,              0.0003475
                    197,                0.20966,                0.16069,                0.87484,                0.95024,                      1,                  0.995,                0.83945,                0.77138,                0.38691,                 1.3364,               0.000298,               0.000298,               0.000298
                    198,                 0.2186,                0.18131,                0.85631,                 0.9503,                      1,                  0.995,                0.83831,                0.76853,                0.38571,                 1.3307,              0.0002485,              0.0002485,              0.0002485
                    199,                0.20774,                0.16492,                0.82989,                0.95036,                      1,                  0.995,                0.83831,                0.76738,                0.38559,                 1.3308,               0.000199,               0.000199,               0.000199
